Ferland Mendy 	11	884	0	1	0	0	1	0	0% 	6	1	17% 	0	3	14	4	10	6	0	0	2	0	0	0	0	0	0	0	2	0	14	11	93% 	0	1	0	0	0	0
Fernando Calero 	12	873	0	0	0	0	2	0	0% 	4	0	0% 	0	1	5	8	11	16	0	0	1	0	0	0	0	0	0	0	8	0	0	3	83% 	0	6	0	0	0	0
Fernando Martínez 	13	1170	0	0	51	20	0	0	0% 	0	0	0% 	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	67% 	0	11	0	0	0	0
Fernando Pacheco 	1	90	0	0	3	2	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61% 	0	1	0	0	0	0
Fernando Reges 	6	495	0	0	0	0	0	0	0% 	2	0	0% 	0	0	4	5	9	7	0	0	2	0	0	0	0	0	0	0	1	0	0	2	89% 	0	2	0	0	0	0
Ferrán Torres 	13	569	2	0	0	0	26	8	31% 	12	1	8% 	0	8	15	7	0	2	0	0	3	0	0	0	0	0	0	0	1	0	12	7	82% 	0	0	0	0	0	0
Fidel Chaves 	4	165	0	0	0	0	1	0	0% 	12	1	8% 	0	1	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	71% 	5	0	0	0	0	0
Filip Jörgensen 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Florian Lejeune 	12	948	3	0	0	0	14	5	36% 	1	0	0% 	0	5	3	9	6	5	0	0	4	1	0	0	0	0	0	0	7	0	3	4	82% 	0	6	0	7	3	2
Fran Beltrán 	14	1123	0	1	0	0	12	0	0% 	7	2	29% 	0	1	3	10	14	7	0	0	1	0	0	0	0	0	0	0	2	0	5	8	92% 	2	3	0	0	0	0
Fran Delgado 	1	12	0	0	0	0	0	0	0% 	1	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100% 	0	0	0	0	0	0
Fran García 	14	1260	0	2	0	0	10	3	30% 	72	14	19% 	0	5	9	12	17	13	0	0	0	0	1	0	0	0	0	0	2	0	10	12	85% 	0	2	0	0	0	0
Fran López 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Fran Pérez 	2	21	0	0	0	0	0	0	0% 	1	0	0% 	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	92% 	0	0	0	0	0	0
Francis Coquelin 	11	523	1	0	0	0	4	1	25% 	4	1	25% 	0	1	5	6	6	8	0	0	2	0	0	0	0	0	0	0	2	0	2	4	87% 	0	1	0	0	0	0
Francisco Portillo 	10	201	0	0	0	0	0	0	0% 	4	1	25% 	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	82% 	1	0	0	0	0	0
Franck Kessié 	7	216	0	0	0	0	6	0	0% 	0	0	0% 	0	1	3	6	1	3	0	0	3	0	0	0	0	0	0	0	1	0	0	2	88% 	0	0	0	0	0	0
Franco Cervi 	13	1024	0	2	0	0	14	4	29% 	44	9	20% 	0	10	18	13	21	21	0	0	0	1	0	0	0	0	0	0	1	0	6	10	77% 	17	2	0	0	0	0
Franco Russo 	2	76	0	0	0	0	0	0	0% 	0	0	0% 	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78% 	0	0	0	0	0	0
Frenkie de Jong 	13	900	2	1	0	0	13	9	69% 	7	4	57% 	0	5	12	11	15	10	0	0	0	0	0	0	0	0	0	0	0	0	14	18	91% 	1	3	0	0	0	0
Gabriel Paulista 	10	579	1	0	0	0	11	1	9% 	0	0	0% 	0	0	6	4	7	5	0	0	1	0	0	0	0	0	0	0	5	0	0	4	88% 	0	4	0	0	0	0
Gabriel Veiga 	13	576	3	1	0	0	15	7	47% 	8	2	25% 	0	3	5	12	6	7	0	0	2	1	0	0	0	0	0	0	0	0	11	6	80% 	1	2	0	0	0	0
Gastón Álvarez 	7	439	2	0	0	0	2	2	100% 	3	0	0% 	0	0	6	5	10	8	0	0	0	1	0	0	0	0	0	0	3	0	1	0	70% 	0	0	0	0	0	0
Geoffrey Kondogbia 	11	719	0	1	0	0	8	0	0% 	0	0	0% 	0	0	7	11	17	12	0	0	3	0	0	0	0	0	0	0	1	0	1	4	90% 	0	0	0	0	0	0
Gerard Gumbau 	13	832	0	3	0	0	8	0	0% 	41	14	34% 	0	3	6	18	5	8	0	0	5	0	0	0	0	0	0	0	5	0	1	14	83% 	26	12	2	1	0	0
Gerard Moreno 	6	382	2	0	0	0	14	7	50% 	3	0	0% 	1	6	2	5	1	3	0	0	1	0	0	0	0	0	0	0	1	0	7	4	70% 	0	0	0	0	0	0
Gerard Piqué 	6	384	0	0	0	0	3	0	0% 	0	0	0% 	0	1	2	7	2	4	0	0	2	1	0	0	0	0	0	0	1	0	1	1	92% 	0	2	0	0	0	0
Germán Pezzella 	12	911	0	0	0	0	5	0	0% 	2	0	0% 	0	0	7	7	20	10	0	0	2	2	0	0	0	0	0	0	5	0	0	1	88% 	0	4	0	0	0	0
Gerónimo Rulli 	14	1260	0	0	46	10	0	0	0% 	0	0	0% 	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	84% 	0	10	0	0	0	0
Giorgi Mamardashvili 	14	1260	0	0	38	15	0	0	0% 	0	0	0% 	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	76% 	0	11	0	0	0	0
Giovani Lo Celso 	8	521	1	0	0	0	13	3	23% 	5	0	0% 	0	4	14	7	4	15	0	0	1	0	0	0	0	0	0	0	0	0	8	4	85% 	2	0	0	1	0	0
Giovanni González 	5	345	0	2	0	0	3	0	0% 	7	3	43% 	0	1	9	6	3	3	0	0	3	0	0	0	0	0	0	0	1	0	4	5	76% 	0	0	0	0	0	0
Gonzalo Melero 	8	536	1	2	0	0	6	2	33% 	0	0	0% 	0	0	16	8	1	5	0	0	2	0	0	0	0	0	0	0	0	0	2	7	89% 	0	1	0	0	0	0
Gonzalo Montiel 	8	585	0	1	0	0	2	0	0% 	23	3	13% 	0	5	5	10	7	3	0	0	3	1	0	0	0	0	0	0	4	0	4	6	81% 	0	0	0	0	0	0
Gonzalo Plata 	10	592	0	2	0	0	11	6	55% 	6	1	17% 	0	9	11	4	4	8	0	0	0	0	0	1	0	0	0	0	0	0	16	11	79% 	0	0	0	0	0	0
Gonzalo Verdú 	6	388	1	0	0	0	5	2	40% 	0	0	0% 	0	1	2	6	4	1	0	0	1	1	0	0	0	0	0	0	6	0	0	0	83% 	0	2	0	1	0	0
Gonçalo Paciência 	10	335	1	0	0	0	15	4	27% 	2	1	50% 	0	0	9	10	0	3	0	0	1	1	0	0	0	0	0	0	1	0	2	3	58% 	0	0	0	0	0	0
Gorka Guruzeta 	7	203	5	0	0	0	13	9	69% 	0	0	0% 	0	1	1	6	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	80% 	0	0	0	0	0	0
Gorka Rivera 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Guido Rodríguez 	12	1043	0	0	0	0	8	4	50% 	3	0	0% 	1	3	20	16	11	23	0	0	2	0	0	0	0	0	0	0	6	0	7	5	89% 	0	8	0	0	0	0
Guilherme Guedes 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Helibelton Palacios 	9	705	0	0	0	0	3	2	67% 	5	2	40% 	0	2	6	14	7	7	0	0	2	0	0	0	0	0	0	0	3	0	4	3	81% 	0	1	0	0	0	0
Houboulang Mendes 	7	502	0	1	0	0	0	0	0% 	19	3	16% 	0	3	2	7	2	6	0	0	0	0	1	0	0	0	0	0	1	0	4	4	71% 	0	0	0	0	0	0
Hugo Duro 	10	391	1	0	0	0	11	2	18% 	1	1	100% 	0	3	9	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	74% 	0	0	0	0	0	0
Hugo Guillamón 	13	916	1	4	0	0	3	2	67% 	21	12	57% 	0	2	24	22	9	5	0	0	4	0	1	0	1	1	0	1	1	0	0	19	85% 	12	8	3	0	0	0
Hugo Mallo 	11	876	0	0	0	0	8	2	25% 	36	5	14% 	0	5	8	22	6	9	0	0	3	0	1	0	0	0	0	0	1	0	4	4	81% 	0	3	0	0	0	0
Héctor Bellerín 	3	143	0	0	0	0	0	0	0% 	3	1	33% 	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	80% 	0	0	0	0	0	0
Iago Aspas 	14	1122	7	2	0	0	28	15	54% 	20	3	15% 	1	12	31	4	4	1	0	0	1	0	0	0	2	1	0	0	0	0	6	35	80% 	3	4	1	2	1	0
Iddrisu Baba 	11	549	0	0	0	0	1	0	0% 	1	0	0% 	0	1	10	12	4	6	0	0	2	0	0	0	0	0	0	0	0	0	3	2	85% 	0	0	0	0	0	0
Igor Zubeldia 	10	717	1	0	0	0	4	1	25% 	2	2	100% 	0	2	6	16	6	6	0	0	3	0	0	0	0	0	0	0	7	0	0	1	87% 	0	0	0	0	0	0
Iker Benito 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
 Iker Muniain 	11	788	0	1	0	0	18	3	17% 	48	12	25% 	0	7	34	5	3	3	0	0	1	0	0	0	0	0	0	0	0	0	15	20	88% 	24	16	4	1	0	0
Iker Álvarez 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Ilaix Moriba 	6	331	0	0	0	0	8	2	25% 	0	0	0% 	0	2	11	11	2	7	0	0	3	1	0	0	0	0	0	0	0	0	3	4	83% 	0	0	0	0	0	0
Isaac Carcelén 	7	455	0	0	0	0	1	0	0% 	8	2	25% 	0	0	3	7	5	13	0	0	0	2	1	0	0	0	0	0	3	0	1	2	84% 	2	0	0	0	0	0
Isco Alarcón 	12	799	0	2	0	0	4	1	25% 	18	3	17% 	0	3	34	11	9	10	0	0	5	0	0	0	0	0	0	0	0	0	11	17	87% 	10	10	0	0	0	0
Isi Palazón 	13	988	3	3	0	0	30	8	27% 	64	13	20% 	1	10	33	12	5	14	0	0	1	0	0	0	1	1	0	0	0	0	9	15	85% 	32	14	2	0	0	0
Ivan Rakitic 	11	480	0	0	0	0	8	2	25% 	9	4	44% 	0	3	10	6	7	6	0	0	1	1	0	0	0	0	0	0	0	0	0	10	82% 	2	4	0	2	0	0
Ivo Grbic 	4	208	0	0	7	2	0	0	0% 	0	0	0% 	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45% 	0	9	0	0	0	0
Iván Alejo 	12	659	0	1	0	0	8	1	13% 	44	7	16% 	0	5	20	24	1	15	0	0	5	0	0	0	0	0	0	0	1	0	2	8	70% 	0	1	1	0	0	0
Iván Balliu 	14	1260	0	0	0	0	4	1	25% 	55	10	18% 	0	11	13	17	13	11	0	0	2	0	0	0	0	0	0	1	1	0	1	16	82% 	0	3	0	0	0	0
Iván Fresneda 	6	468	0	0	0	0	0	0	0% 	18	3	17% 	0	4	3	3	7	10	0	0	0	0	0	0	0	0	0	0	1	0	2	10	81% 	1	0	0	0	0	0
Iván Martín 	2	103	2	0	0	0	2	2	100% 	1	0	0% 	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	79% 	0	0	0	0	0	0
Iván Romero 	1	11	0	0	0	0	0	0	0% 	0	0	0% 	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33% 	0	0	0	0	0	0
Iván Sánchez 	11	555	0	0	0	0	9	4	44% 	18	5	28% 	0	1	17	6	2	5	0	0	0	0	0	0	0	0	0	0	0	0	14	8	84% 	1	0	0	0	0	0
Iván Villar 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Iñaki Peña 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Iñaki Williams 	14	1142	5	1	0	0	34	14	41% 	21	3	14% 	0	11	14	10	2	6	0	0	0	0	0	0	1	0	0	0	2	0	14	15	70% 	0	0	0	0	0	0
Iñigo Eguaras 	11	495	1	1	0	0	4	2	50% 	2	1	50% 	0	3	3	3	5	6	0	0	2	0	0	0	0	0	0	0	3	0	2	6	85% 	0	1	0	0	0	0
Jaime Mata 	6	41	0	0	0	0	1	0	0% 	0	0	0% 	0	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	69% 	0	0	0	0	0	0
Jaime Seoane 	9	269	0	0	0	0	1	0	0% 	1	0	0% 	0	0	3	4	1	4	0	0	0	0	0	0	0	0	0	0	2	0	1	4	81% 	0	0	0	0	0	0
Jan Oblak 	12	1052	0	0	27	12	0	0	0% 	0	0	0% 	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58% 	0	5	0	0	0	0
Jaume Costa 	11	964	0	1	0	0	7	5	71% 	29	7	24% 	0	6	17	13	6	11	0	0	4	0	0	0	0	0	0	0	2	0	4	11	79% 	0	0	0	0	0	0
Jaume Doménech 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Javi Galán 	14	1255	0	1	0	0	5	0	0% 	56	9	16% 	0	7	31	20	7	30	0	0	2	0	0	0	0	0	0	0	1	0	25	18	81% 	0	3	0	0	0	0
Javi Hernández 	10	360	0	1	0	0	4	0	0% 	7	1	14% 	0	0	8	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	3	85% 	0	0	0	0	0	0
Javi Llabrés 	1	17	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100% 	0	0	0	0	0	0
Javi Martínez 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Javi Puado 	13	749	1	0	0	0	20	6	30% 	5	0	0% 	3	5	11	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	7	8	84% 	0	0	0	0	0	0
Javi Sánchez 	12	1003	1	0	0	0	5	1	20% 	2	0	0% 	0	0	3	13	18	7	1	0	4	0	0	0	0	0	0	0	12	0	0	1	86% 	0	2	0	1	0	0
Javier Pastore 	1	5	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86% 	0	0	0	0	0	0
Jawad El Yamiq 	8	438	0	0	0	0	5	0	0% 	0	0	0% 	0	0	1	3	13	3	0	0	0	1	0	0	0	0	0	0	7	0	2	0	80% 	0	1	0	0	0	0
Jeremías Ledesma 	14	1260	0	0	61	26	0	0	0% 	0	0	0% 	0	0	1	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	49% 	0	10	0	0	0	0
Jesús López 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Jesús Navas 	11	626	0	0	0	0	5	2	40% 	41	10	24% 	0	5	14	1	3	4	0	0	3	0	0	0	0	0	0	1	3	0	2	10	82% 	0	3	0	0	0	0
Jesús Vallejo 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Jesús Vázquez 	4	148	0	0	0	0	3	0	0% 	5	0	0% 	0	3	0	3	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	86% 	0	0	0	0	0	0
Joan Garcia 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Joan Jordan 	10	684	0	0	0	0	5	1	20% 	1	1	100% 	0	1	4	15	6	9	0	0	2	0	0	0	0	0	0	0	3	0	2	4	86% 	0	2	0	2	0	0
Joaquín Fernández 	12	955	1	0	0	0	6	1	17% 	0	0	0% 	0	1	5	7	12	14	0	0	2	0	0	0	0	0	0	0	12	0	0	2	84% 	0	4	0	0	0	0
Joaquín Sánchez 	5	160	0	1	0	0	3	1	33% 	11	4	36% 	0	2	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	10	89% 	6	2	1	0	0	0
Joel Roca 	2	12	0	0	0	0	0	0	0% 	0	0	0% 	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64% 	0	0	0	0	0	0
Johan Mojica 	8	456	0	0	0	0	4	1	25% 	29	3	10% 	0	7	5	4	6	3	0	0	2	0	1	0	0	0	0	0	2	0	5	5	80% 	0	0	0	0	0	0
John Chetauya 	3	150	0	0	0	0	0	0	0% 	0	0	0% 	0	0	1	2	5	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	85% 	0	0	0	0	0	0
John Patrick Finn 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Jon Ander Olasagasti 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Jon Karrikaburu 	6	92	0	0	0	0	5	1	20% 	1	0	0% 	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	65% 	0	0	0	0	0	0
Jon Moncayola 	14	875	0	0	0	0	17	3	18% 	13	0	0% 	0	7	5	15	1	6	0	0	2	0	0	1	0	0	0	0	1	0	1	5	85% 	3	2	0	0	0	0
Jon Morcillo 	8	53	0	1	0	0	0	0	0% 	6	2	33% 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	84% 	0	0	0	0	0	0
Jon Pacheco 	9	678	0	0	0	0	1	0	0% 	0	0	0% 	0	0	5	9	6	7	0	0	2	0	1	0	0	0	0	0	3	0	1	0	91% 	0	1	0	0	0	0
Jordan Amavi 	4	193	0	0	0	0	0	0	0% 	6	1	17% 	0	1	2	2	3	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	50% 	0	1	0	0	0	0
Jordi Alba 	10	682	0	1	0	0	5	1	20% 	34	11	32% 	0	9	2	8	4	9	0	0	2	0	0	0	0	0	0	0	2	0	3	19	88% 	0	5	0	0	0	0
Jordi Masip 	9	810	0	0	30	14	0	0	0% 	0	0	0% 	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	64% 	0	6	0	0	0	0
Jorge Cuenca 	2	95	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	84% 	0	0	0	0	0	0
Jorge Herrando 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Josan Ferrández 	12	392	1	0	0	0	2	2	100% 	17	0	0% 	0	2	6	6	0	4	0	0	3	0	1	0	0	0	0	0	0	0	4	4	81% 	4	1	0	0	0	0
Joseba Zaldua 	10	637	0	1	0	0	1	0	0% 	12	3	25% 	0	2	4	12	11	6	0	0	4	0	0	0	0	0	0	0	2	0	2	2	71% 	0	0	0	0	0	0
Joselu S. Mato 	14	1260	7	1	0	0	39	16	41% 	6	2	33% 	1	6	31	8	3	1	0	0	1	0	0	1	2	2	0	0	3	0	7	7	61% 	0	0	0	1	0	0
Josep Gayà 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Joseph Aidoo 	14	1260	1	0	0	0	6	1	17% 	1	1	100% 	0	2	6	9	11	18	0	0	2	0	1	0	0	0	0	0	7	0	3	1	86% 	0	2	0	0	0	0
José Alonso Lara 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
José Carlos Lazo 	8	137	1	0	0	0	6	2	33% 	4	1	25% 	0	1	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	79% 	0	0	0	1	0	0
José Gayà 	10	863	0	2	0	0	10	5	50% 	75	17	23% 	0	8	5	5	11	15	0	0	1	0	0	1	1	0	0	0	5	0	6	21	84% 	22	11	1	2	1	0
José Luis Morales 	13	424	1	0	0	0	12	8	67% 	2	0	0% 	0	6	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	7	2	63% 	0	0	0	0	0	0
José Manuel Copete 	12	997	0	0	0	0	3	0	0% 	3	0	0% 	0	0	13	18	23	16	0	0	3	0	1	0	0	0	0	0	6	0	7	1	80% 	0	4	0	0	0	0
José Mari 	10	286	0	0	0	0	2	0	0% 	1	0	0% 	0	0	6	3	5	4	0	0	1	0	0	0	0	0	0	0	1	0	2	5	81% 	0	1	0	0	0	0
José María Giménez 	9	735	0	0	0	0	11	3	27% 	0	0	0% 	0	1	2	8	11	8	0	0	5	0	1	0	0	0	0	0	8	0	0	0	87% 	0	6	0	0	0	0
José Ángel Carmona 	9	442	2	1	0	0	5	2	40% 	10	3	30% 	0	1	4	11	6	12	0	0	4	0	0	0	0	0	0	0	4	0	1	2	84% 	0	0	0	0	0	0
José Ángel Pozo 	6	75	0	0	0	0	1	0	0% 	3	0	0% 	0	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	81% 	0	2	0	0	0	0
João Félix 	12	513	2	3	0	0	19	9	47% 	8	1	13% 	0	5	17	14	4	5	0	0	5	0	0	0	0	0	0	0	0	0	5	8	76% 	3	2	0	0	0	0
Juan Cala 	3	137	0	0	0	0	1	0	0% 	0	0	0% 	0	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	82% 	0	3	0	0	0	0
Juan Carlos Martín 	10	900	0	0	26	18	0	0	0% 	0	0	0% 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	82% 	0	3	0	0	0	0
Juan Cruz 	13	1006	0	0	0	0	1	0	0% 	22	9	41% 	0	2	3	9	6	8	0	0	4	0	0	0	0	0	0	0	4	0	5	8	81% 	0	1	0	0	0	0
Juan Foyth 	4	248	0	0	0	0	1	1	100% 	2	0	0% 	0	0	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	90% 	0	1	0	0	0	0
Juan Iglesias 	13	1027	1	0	0	0	10	4	40% 	46	12	26% 	1	4	11	20	8	18	0	0	3	0	0	0	0	0	0	0	6	0	3	7	66% 	0	1	0	0	0	0
Juan Manuel Pérez 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Juan Miguel Latasa 	6	57	0	0	0	0	5	2	40% 	0	0	0% 	0	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70% 	0	0	0	0	0	0
Juan Miranda 	2	94	0	0	0	0	1	0	0% 	7	0	0% 	0	1	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79% 	0	2	0	0	0	0
Juanjo Narváez 	5	147	0	0	0	0	3	0	0% 	1	0	0% 	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	74% 	0	0	0	0	0	0
Juanmi Jiménez 	4	313	2	0	0	0	7	4	57% 	0	0	0% 	0	1	9	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	6	1	90% 	0	0	0	0	0	0
Juanpe Ramírez 	7	615	0	0	0	0	1	0	0% 	1	0	0% 	0	0	1	5	4	4	0	0	2	0	0	0	0	0	0	0	1	0	1	1	89% 	0	2	0	0	0	0
Julen Agirrezabala 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
Jules Koundé 	7	572	0	2	0	0	5	0	0% 	5	1	20% 	0	1	1	5	4	5	0	0	0	0	0	0	0	0	0	0	2	0	1	5	93% 	0	2	0	0	0	0
Justin Kluivert 	10	519	2	0	0	0	12	5	42% 	20	6	30% 	0	8	7	8	2	5	0	0	1	0	0	1	0	0	0	0	0	0	3	11	81% 	6	1	0	0	0	0
Jörgen Strand Larsen 	10	690	0	2	0	0	16	3	19% 	2	0	0% 	1	6	21	19	1	1	0	0	3	0	0	1	0	0	0	0	2	0	5	4	69% 	0	0	0	0	0	0
Kaiky Fernandes 	8	480	0	0	0	0	1	0	0% 	1	0	0% 	0	0	3	7	9	5	1	0	5	0	1	0	0	0	0	0	10	0	1	0	81% 	0	2	0	0	0	0
Kang-In Lee 	14	1094	2	3	0	0	20	7	35% 	68	18	26% 	1	11	19	17	4	9	0	0	4	0	0	0	0	0	0	0	1	0	23	22	83% 	32	17	2	3	0	0
Karim Benzema 	7	627	5	1	0	0	34	14	41% 	0	0	0% 	2	9	4	3	0	2	0	0	0	0	0	2	2	1	0	0	0	0	4	15	86% 	0	0	0	2	1	1
Karim Rekik 	7	423	1	1	0	0	5	1	20% 	1	1	100% 	0	0	0	10	7	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	92% 	0	0	0	0	0	0
Kasper Dolberg 	4	197	0	1	0	0	2	1	50% 	0	0	0% 	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	70% 	0	0	0	0	0	0
Keidi Bare 	11	330	0	0	0	0	4	2	50% 	4	1	25% 	0	0	7	9	10	3	0	0	0	0	0	0	0	0	0	0	2	0	2	2	85% 	1	0	0	0	0	0
Kenedy 	1	15	0	0	0	0	1	0	0% 	0	0	0% 	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100% 	0	0	0	0	0	0
Kevin Vázquez 	1	71	0	0	0	0	0	0	0% 	1	1	100% 	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	79% 	0	0	0	0	0	0
Kike Barja 	7	286	1	0	0	0	2	2	100% 	26	4	15% 	0	4	5	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	83% 	0	0	0	0	0	0
Kike García 	14	428	2	0	0	0	19	7	37% 	1	0	0% 	0	3	11	11	1	1	0	0	3	0	0	2	1	1	0	0	0	0	4	6	73% 	0	0	0	0	0	0
Kike Pérez 	13	966	0	1	0	0	17	6	35% 	32	6	19% 	0	9	27	19	8	10	0	0	2	0	0	0	0	0	0	0	1	0	13	10	80% 	9	9	3	1	0	0
Kike Salas 	5	279	0	1	0	0	2	0	0% 	0	0	0% 	0	1	1	3	1	0	0	0	1	1	1	0	0	0	0	0	2	0	0	1	84% 	0	1	0	0	0	0
Kiko Casilla 	0	0	0	0	0	0	0	0	0% 	0	0	0% 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0% 	0	0	0	0	0	0
